Fri Sep 20 00:30:37 +0000 2019,-73.934303,40.819599,Cleared: Incident on #HarlemRiverDrive NB from 145th Street Bridge to George Washington Bridge
Fri Sep 20 00:30:37 +0000 2019,-73.746101,40.752498,Cleared: Incident on #I495 WB from Exit 31 - Cross Island Parkway to Exit 19 - Woodhaven Boulevard / Queens Boulevard
Fri Sep 20 00:30:37 +0000 2019,-73.934303,40.819599,Cleared: Incident on #HarlemRiverDrive NB from 145th Street Bridge to George Washington Bridge
Fri Sep 20 00:30:37 +0000 2019,-73.746101,40.752498,Cleared: Incident on #I495 WB from Exit 31 - Cross Island Parkway to Exit 19 - Woodhaven Boulevard / Queens Boulevard
Fri Sep 20 00:30:42 +0000 2019,-73.92645,40.82954,Kombonwa! Lets go Yankees ! I’m a bit crazy but who cares! #yankeenation @ Yankee Stadium https://t.co/AELvpXdM0m
Fri Sep 20 00:31:05 +0000 2019,-73.95226299,40.78285246,And advice from her mother-in-law for a happy marriage. #wisewoman #notoriousrbg @ Kaufmann Concert Hall https://t.co/z4YYDm2TwY
Fri Sep 20 00:31:28 +0000 2019,-73.887997,40.871962,Construction on #BLine Both directions from Bedford Park Boulevard Station to Brighton Beach Station https://t.co/eyW173Hf6M
Fri Sep 20 00:31:29 +0000 2019,-73.887997,40.871962,Construction on #BLine Both directions from Bedford Park Boulevard Station to Brighton Beach Station https://t.co/iFIWZLauzC
Fri Sep 20 00:31:31 +0000 2019,-73.887997,40.871962,Construction on #BLine Both directions from Bedford Park Boulevard Station to Brighton Beach Station https://t.co/Y5CPeUKxS6
Fri Sep 20 00:32:14 +0000 2019,-73.9246292,40.8277435,We just got our asses kicked in #candlelightyoga #flowskill @ Sweet Water Dance and Yoga https://t.co/bTDgsb1e8m
Fri Sep 20 00:32:30 +0000 2019,-73.905204,40.706455,Updated: Construction on #B13Bus from Gates Avenue : Fairview Avenue to Gates Avenue : Grandview Avenue https://t.co/oJ0ICFGoiN
Fri Sep 20 00:32:38 +0000 2019,-73.94095,40.83996,It be the little things in life that make the devil mad. Family over everything! #generations #tbt #sisters… https://t.co/EbTCSslpIv
Fri Sep 20 00:33:24 +0000 2019,-74.305367,40.871482,Construction on #US46 EB at CR 615/Fairfield Av https://t.co/ZYVFcQ6AP2
Fri Sep 20 00:33:24 +0000 2019,-74.305367,40.871482,Construction on #US46 EB at CR 615/Fairfield Av https://t.co/hTI8tmmD8X
Fri Sep 20 00:33:24 +0000 2019,-74.006953,40.725567,Updated: Incident on #SIM1CBus Both directions at Holland Tunnel https://t.co/dYtjAqbr4V
Fri Sep 20 00:33:24 +0000 2019,-74.006953,40.725567,Updated: Incident on #SIM3CBus at Holland Tunnel https://t.co/dYtjAqbr4V
Fri Sep 20 00:33:24 +0000 2019,-74.006953,40.725567,Updated: Incident on #SIM4CBus at Holland Tunnel https://t.co/dYtjAqbr4V
Fri Sep 20 00:33:25 +0000 2019,-74.006953,40.725567,Updated: Incident on #SIM7Bus at Holland Tunnel https://t.co/dYtjAqbr4V
Fri Sep 20 00:33:25 +0000 2019,-74.006953,40.725567,Updated: Incident on #SIM9Bus at Holland Tunnel https://t.co/dYtjAqbr4V
Fri Sep 20 00:33:25 +0000 2019,-74.006953,40.725567,Updated: Incident on #SIM33Bus at Holland Tunnel https://t.co/dYtjAqbr4V
Fri Sep 20 00:33:25 +0000 2019,-74.006953,40.725567,Updated: Incident on #SIM33CBus at Holland Tunnel https://t.co/dYtjAqbr4V
Fri Sep 20 00:33:44 +0000 2019,-74.00909502,40.73954174,#jasonmoran at the @whitneymuseum #jazz #love @ Whitney Museum of American Art https://t.co/Gcs6dJEovI
Fri Sep 20 00:33:46 +0000 2019,-73.99683782,40.72065807,NYC tradition! The Feast of San Gennaro! #SanGennaro #LittleItaly #nyc #manhattan #NewYorkCity #NewYork @ San Gener… https://t.co/imphA34Ucm
Fri Sep 20 00:34:04 +0000 2019,-73.97967924,40.76257395,#throughTheLookingGlass @ New York Hilton Midtown https://t.co/kt0L2sOSGI
Fri Sep 20 00:34:46 +0000 2019,-74.00214,40.79746,#haircut #haircolor #hairstyles #northbergennj @ Chic Beauty Salon https://t.co/PcfSpxXkEe
Fri Sep 20 00:35:30 +0000 2019,-74.0064354,40.6548713,2000 OPP Plastic Wrap Bag for Slim DVD Case 7mm $35.95 #FreeShip https://t.co/eMGVkfnXZq #OPP #Plastic #Bags https://t.co/7QFfjw90JL
Fri Sep 20 00:35:31 +0000 2019,-73.97526,40.75782,The big 🍎 from the Top! 🇺🇸  . . . #TopOfTheRockNYC #Manhattan #NY #NYC #UnitedStates em Top of the Rock; Rockefelle… https://t.co/2gVTSYZxLI
Fri Sep 20 00:36:58 +0000 2019,-73.9675,40.7779,Congratulations go out to: Omari; Colt; and Billy for Greats @greatsbrand new campaign #nyfw2019  @omarigordon &amp; co… https://t.co/gC7gYHzomC
Fri Sep 20 00:37:02 +0000 2019,-74.0125623,40.7098903,Westfield World Trade Center 🇺🇸 in NYC #nyc #usa #fernandezlandoni en Westfield World Trade Center https://t.co/rj3VICyd0E
Fri Sep 20 00:37:03 +0000 2019,-74.0125623,40.7098903,Westfield World Trade Center 🇺🇸 in NYC #nyc #usa #fernandezlandoni en Westfield World Trade Center https://t.co/rj3VICgBC4
Fri Sep 20 00:37:32 +0000 2019,-74.000522,40.724168,DRY ON CURLS  . . .  #balayage #deus #nolita #surfblond  #oribe #hair #haircut #redken #summerhair #alluremagazine… https://t.co/w47xrRyw4L
Fri Sep 20 00:37:51 +0000 2019,-74.00239,40.74473,On the mooch in #NYC for Tom’s #stagparty 🍻 @ Milk &amp; Hops Chelsea https://t.co/7Z59OytLhp
Fri Sep 20 00:38:17 +0000 2019,-75.0,43.0,Yes or No? Leave a comment below. . Villains: Boo . . . . #villains #dragonball #dragonballz #fanart #crossover… https://t.co/Dfmg9PZiAv
Fri Sep 20 00:38:44 +0000 2019,-73.94004722,40.79795556,El barrio. #elbarrio #cats #eastharlem #nyc #bodegacatsofinstagram #bodegacats #shitorgetoffthepot @ East Harlem https://t.co/8snOYm6Vsv
